161,1326,状态每日限制,Status Daily Limit,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/status_daily_limit.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
162,1327,状态不足,Status Insufficient,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/status_insufficient.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
163,1328,状态已拥有,Status Owned,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/status_owned.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
164,1329,状态售罄完,Status Sold Out,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/elements/pages/shop/status_sold_out.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
165,1330,界面权益外框v03,Ui Benefits Shell v03,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/frames/ui_benefits_shell_v03.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
166,1331,界面每日签到外框v03,Ui Daily Signin Shell v03,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/frames/ui_daily_signin_shell_v03.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
167,1332,界面每日任务外框v03底部,Ui Daily Tasks Shell v03 Bottom,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/frames/ui_daily_tasks_shell_v03_bottom.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
168,1333,界面每日任务外框v03middle,Ui Daily Tasks Shell v03 Middle,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/frames/ui_daily_tasks_shell_v03_middle.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
169,1334,界面每日任务外框v03顶部,Ui Daily Tasks Shell v03 Top,二级弹窗,Secondary UI,assets/runtime/ui/secondary_centered_v04/frames/ui_daily_tasks_shell_v03_top.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
170,1335,待命名（Badge Dot）,Badge Dot,二级弹窗,Secondary UI,assets/runtime/ui/secondary/badge_dot.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
171,1336,待命名（Button Blue）,Button Blue,二级弹窗,Secondary UI,assets/runtime/ui/secondary/button_blue.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
172,1337,待命名（Button Red）,Button Red,二级弹窗,Secondary UI,assets/runtime/ui/secondary/button_red.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
173,1338,待命名（Button Yellow）,Button Yellow,二级弹窗,Secondary UI,assets/runtime/ui/secondary/button_yellow.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
174,1339,待命名（Panel Dark）,Panel Dark,二级弹窗,Secondary UI,assets/runtime/ui/secondary/panel_dark.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
175,1340,面板外框,Panel Shell,二级弹窗,Secondary UI,assets/runtime/ui/secondary/panel_shell.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
176,1341,进度填充,Progress Fill,二级弹窗,Secondary UI,assets/runtime/ui/secondary/progress_fill.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
177,1342,进度轨道,Progress Track,二级弹窗,Secondary UI,assets/runtime/ui/secondary/progress_track.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
178,1343,行外框,Row Shell,二级弹窗,Secondary UI,assets/runtime/ui/secondary/row_shell.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
179,1344,槽位外框,Slot Shell,二级弹窗,Secondary UI,assets/runtime/ui/secondary/slot_shell.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
180,1345,待命名（Switch Off）,Switch Off,二级弹窗,Secondary UI,assets/runtime/ui/secondary/switch_off.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
181,1346,待命名（Switch On）,Switch On,二级弹窗,Secondary UI,assets/runtime/ui/secondary/switch_on.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
182,1347,待命名（Tab Shell）,Tab Shell,二级弹窗,Secondary UI,assets/runtime/ui/secondary/tab_shell.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
183,1348,待命名（Title Blue）,Title Blue,二级弹窗,Secondary UI,assets/runtime/ui/secondary/title_blue.svg,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/** and assets/runtime/ui/shared/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
184,1376,能量填充,Energy Fill,着色器,Shaders,shaders/energy_fill.gdshader,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,,未找到替代映射 / No replacement mapping found,LOW / 低,保留 / Retain,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
185,1379,待命名（Ui Locked Grayscale）,Ui Locked Grayscale,着色器,Shaders,shaders/ui_locked_grayscale.gdshader,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,,未找到替代映射 / No replacement mapping found,LOW / 低,保留 / Retain,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
186,1247,按钮确认,Button Confirm,技能选择界面,Skill Choice UI,assets/runtime/ui/screens/skill_choice/button_confirm.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 原始来源路径当前不存在，保持历史删除状态。 / An original-source path is currently missing; preserve its deletion state.
187,1248,面板,Panel,技能选择界面,Skill Choice UI,assets/runtime/ui/screens/skill_choice/panel.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 原始来源路径当前不存在，保持历史删除状态。 / An original-source path is currently missing; preserve its deletion state.
188,1249,标题,Title,技能选择界面,Skill Choice UI,assets/runtime/ui/screens/skill_choice/title.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 原始来源路径当前不存在，保持历史删除状态。 / An original-source path is currently missing; preserve its deletion state.
189,1250,标题,Title,波次选择界面,Wave Choice UI,assets/runtime/ui/screens/wave_choice/title.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/crystal_card_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/crystal_card_choice/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 原始来源路径当前不存在，保持历史删除状态。 / An original-source path is currently missing; preserve its deletion state.
