行号 / Row ID,资源中文名 / Asset Name CN,资源英文名 / Asset Name EN,模块中文 / Module CN,模块英文 / Module EN,资源类型中文 / Type CN,资源类型英文 / Type EN,主状态中文 / Status CN,主状态英文 / Status EN,审核状态中文 / Review Status CN,审核状态英文 / Review Status EN,当前相对路径 / Current Relative Path,当前绝对路径 / Current Absolute Path,是否被引用 / Referenced,引用数量 / Reference Count,主要引用位置 / Primary References,当前运行版本 / Runtime Version,原始来源路径 / Original Source Path,生产来源路径 / Production Source Path,替代前资源 / Replaced Asset,替代后资源 / Replacement Asset,来源判定方法 / Provenance Method,来源可信度 / Provenance Confidence,文件格式 / Extension,像素尺寸 / Dimensions,文件大小 / Size Bytes,Alpha 状态 / Alpha,是否含烘焙文字 / Text Baked,SHA-256,Git 状态 / Git State,最后修改时间 / Last Modified,备注与行动 / Notes and Action
35,框01,Frame 01,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_01.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_01.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_01.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,43471,有 Alpha / Alpha,未知 / Unknown,52c154ad4ca2e3d66674547480fb8b760e3aefe484ed6d3d8983578d6250ee26,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.173Z,
36,框02,Frame 02,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_02.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_02.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_02.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,68015,有 Alpha / Alpha,未知 / Unknown,f95461c3ed2fc5a549214f4677998d06145659e5fd0b9f4bb8383a55caf82434,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.175Z,
37,框03,Frame 03,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_03.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_03.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_03.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,87318,有 Alpha / Alpha,未知 / Unknown,42b0446943e29cc8903db76d9fdaaac5295e62237a01af26b32aa646a3115954,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.178Z,
38,框04,Frame 04,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_04.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_04.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_04.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,91086,有 Alpha / Alpha,未知 / Unknown,f030458cb047f9c149db0478ebcc09a17912a8b14cba960b9127024f58ec13b5,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.180Z,
39,框05,Frame 05,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_05.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_05.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_05.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,89696,有 Alpha / Alpha,未知 / Unknown,e04a03e167984a3b8fe30768668731c4a810bf3b501bbbd2d598b996e09edaf1,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.183Z,
40,框06,Frame 06,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_06.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_06.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_06.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,83273,有 Alpha / Alpha,未知 / Unknown,581a476762bc662ca8f2172930e4006474df363a6781ed2e6ca0b3c077d7a5ef,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.187Z,
41,框07,Frame 07,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_07.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_07.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_07.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,77153,有 Alpha / Alpha,未知 / Unknown,b24409e30de46982a6f7a490403d47a650e15fbaeae7eea8135630358a06412a,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.190Z,
42,框08,Frame 08,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_08.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_08.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_08.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,65490,有 Alpha / Alpha,未知 / Unknown,46d15e60d7c0da9e6c1e4dabb2d89edc69ce2d866f198083cf4256d82030110a,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.193Z,
43,框09,Frame 09,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_09.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_09.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_09.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,54528,有 Alpha / Alpha,未知 / Unknown,058b671e38ec706ad793fe59bc742a30754ebcac28fe35cd68e153de2bbc080d,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.196Z,
44,框10,Frame 10,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_10.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_10.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_10.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,42827,有 Alpha / Alpha,未知 / Unknown,1572f2cef124eea63c2dd1d9b2468d63a3f1d0479d12c4a53552d0c3abe1be13,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.199Z,
45,框11,Frame 11,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_11.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_11.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_11.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,33095,有 Alpha / Alpha,未知 / Unknown,2fb979c451171503bb15ffea86c57663f4bb44df802ff01beb2557c9ac6c6623,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.202Z,
46,框12,Frame 12,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_12.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_12.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_12.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,29977,有 Alpha / Alpha,未知 / Unknown,41afad24d490502c1be898f2f644b6413daf71cdec07230b413b5f9ef5a716f9,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.204Z,
47,框13,Frame 13,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_13.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_13.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_13.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,23594,有 Alpha / Alpha,未知 / Unknown,f34905786c42f7603e12616dccbf6dbb3715ae8551c53384244272a8c3992407,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.206Z,
48,框14,Frame 14,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_14.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_14.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_14.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,14152,有 Alpha / Alpha,未知 / Unknown,c726066ab628ef475de45ee13f36ce8fc097563abc45d44933eeeceb441801c8,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.208Z,
49,框15,Frame 15,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_15.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_15.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_15.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,10552,有 Alpha / Alpha,未知 / Unknown,30b79984cd1ea2689eec8f511f189cde5a5f0bff20cd5289e213bee0d3f30ada,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.211Z,
50,框16,Frame 16,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_16.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_16.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_16.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,12149,有 Alpha / Alpha,未知 / Unknown,85ebe531bd7cdaac883464d940c78273b3cce222462919a01796d2f379797d3c,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.213Z,
51,框17,Frame 17,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_17.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_17.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_17.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,7360,有 Alpha / Alpha,未知 / Unknown,846a6506af87f058d30d927d5dc1f8edeec9263b149453c8f2c2caaa4b3ffe41,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.214Z,
52,框18,Frame 18,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_18.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_18.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_18.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,6786,有 Alpha / Alpha,未知 / Unknown,2ff4a02a08b1214516fc624185a27b3526864f427ff3634d34b22ae7f4557f7d,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.216Z,
53,框19,Frame 19,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_19.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_19.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_19.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,5449,有 Alpha / Alpha,未知 / Unknown,b263d9dca0d81459a6450062cb7cf9296fc579a1314104cab3e1c5c0566d9d4f,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.219Z,
54,框20,Frame 20,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_20.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_20.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_20.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,5191,有 Alpha / Alpha,未知 / Unknown,04cdb9efac38974616c58315b0aec54f7bf2e161007e4d30b0e8d4dee862db2b,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.221Z,
55,框21,Frame 21,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_21.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_21.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_21.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,5076,有 Alpha / Alpha,未知 / Unknown,af61000eac9719386cae19e186ea8b20def8d30dbc096102a9406702e3cd304a,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.223Z,
56,框22,Frame 22,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_22.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_22.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_22.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,5076,有 Alpha / Alpha,未知 / Unknown,af61000eac9719386cae19e186ea8b20def8d30dbc096102a9406702e3cd304a,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.225Z,
57,框23,Frame 23,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_23.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_23.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_23.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,4978,有 Alpha / Alpha,未知 / Unknown,4193ca8c265c8f368e36ee7081f776150f3b4361d9553b34178123a9ed12ad7c,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.227Z,
58,框24,Frame 24,历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_24.png,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\爆炸影响_参考还原_v02_严格保真\frames_rgba\frame_24.png,否 / No,0,,v02,art_source/fx_references/爆炸影响_参考还原_v02_严格保真/frames_rgba/frame_24.png,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.png,613×878,4978,有 Alpha / Alpha,未知 / Unknown,4193ca8c265c8f368e36ee7081f776150f3b4361d9553b34178123a9ed12ad7c,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.228Z,
59,弹道效果全景循环 12帧 预览,Naming Pending (弹道效果全景循环 12帧 预览),历史特效来源,Legacy FX Sources,位图,Raster Image,历史原始资源,Legacy Source,历史来源留档,Legacy Source Archived,art_source/fx_references/弹道效果全景循环_12帧_v01/弹道效果全景循环_12帧_预览.gif,F:\卖肉\godotT10\game_mergenTo10_published\art_source\fx_references\弹道效果全景循环_12帧_v01\弹道效果全景循环_12帧_预览.gif,否 / No,0,,v01,art_source/fx_references/弹道效果全景循环_12帧_v01/弹道效果全景循环_12帧_预览.gif,,,,当前来源目录归档 / Current Source-Directory Archive,HIGH / 高,.gif,1114×628,2369366,有 Alpha / Alpha,未知 / Unknown,e8adf48caf6a6b46a00745dc4c0aaec5cd42507ede652e3c9ee6e233ea4c9136,已跟踪且干净 / Tracked Clean,2026-07-27T02:27:45.094Z,
